energy,homogeneity,dissimilarity,correlation,contrast,label
0.02158358132292936,0.15484048811721707,7.724381769670234,0.9009652648758907,124.85702333820021,Acne and Rosacea
0.01838748846464402,0.14952477588940033,9.599773615233438,0.8453503001256261,237.79794676270043,Acne and Rosacea
0.019639062645842136,0.13110587965675213,10.105125225464276,0.8071855224711216,232.29118459591064,Acne and Rosacea
0.02491785373767215,0.1345043445233672,8.68671498545132,0.8062388185417694,174.46053012508148,Acne and Rosacea
0.0355210637469756,0.19221642523272373,7.134986052361128,0.9564402920541993,133.26303185029974,Acne and Rosacea
0.02953139401987613,0.2558839472790081,5.015949287311575,0.9631474857828464,68.88766150676118,Acne and Rosacea
0.03426580071532278,0.20601262564706946,7.2250507135885,0.9823677623530411,120.19570497278002,Acne and Rosacea
0.021015369353947017,0.1904530601334606,7.18712641246165,0.918311028538731,147.30768347160867,Acne and Rosacea
0.12217059739691111,0.30403024113654303,8.867447103754275,0.9513132692104622,284.5120179122483,Acne and Rosacea
0.024240017213740032,0.1829090396349758,11.777507232653186,0.9568947448363198,352.41676302784015,Acne and Rosacea
0.03295578101159177,0.19580041831409087,8.655492584480564,0.9714298017040106,215.094170658637,Acne and Rosacea
0.016201889727062865,0.1415100166940946,9.898562028757704,0.9377705366463933,220.00563870413023,Acne and Rosacea
0.013897378966412237,0.12025581106372653,10.332583992178769,0.9328815918995174,218.47633760079424,Acne and Rosacea
0.015235398318954216,0.1295945629094998,11.323343742866719,0.8940977442967737,312.9298146146696,Acne and Rosacea
0.019671549927778902,0.15414162833839842,11.684413474192516,0.831617414866202,395.2190682746601,Acne and Rosacea
0.026175389573881467,0.24098480429154043,4.774481635753901,0.9717567291498221,53.68043930649866,Acne and Rosacea
0.03399585557987081,0.28450668887646635,4.4584534863818766,0.9941939617263288,45.23173778980913,Acne and Rosacea
0.019546040282248576,0.15574694408633893,7.252883952545046,0.9543701821144107,104.25876079794158,Acne and Rosacea
0.026168785772390752,0.11186992170659828,10.582288286908716,0.46945251473332683,222.44402837003594,Acne and Rosacea
0.029008421670521953,0.24263714835068736,4.303364107250626,0.9617650973537724,40.05217135443772,Acne and Rosacea
0.029633257952371386,0.2973737837175422,3.2708317656237034,0.9885607840872004,24.09936196152931,Acne and Rosacea
0.018299700278843884,0.10418995893616184,9.709548499145736,0.8469029282279157,161.6696177703352,Acne and Rosacea
0.01383206598107427,0.08240578301226116,15.654328261755271,0.6732989266044671,478.73930061439904,Acne and Rosacea
0.017365931090691972,0.07299501423872191,16.381460984154753,0.3532473332937624,504.3980304955864,Acne and Rosacea
0.0122672887235301,0.08267253659922998,15.767226430895827,0.787227605329802,510.122032149632,Acne and Rosacea
0.012113400895578812,0.08120673575579124,15.157907708553592,0.8233921012562557,447.42305502965587,Acne and Rosacea
0.013634313019417612,0.06488706592800922,17.044903424857996,0.7062689009367977,520.2413088038088,Acne and Rosacea
0.014441554701131197,0.08975154184624985,12.815975874983407,0.8056802143591532,306.42626710886475,Acne and Rosacea
0.01878977383516081,0.17087901937350353,7.67817317858013,0.959610232498386,139.90670939649584,Acne and Rosacea
0.020781264657450813,0.19768000103149555,6.206176565497373,0.9586784096677271,89.23508609652079,Acne and Rosacea
0.030285331505698548,0.2889146338614481,4.660929424413151,0.9898824433468181,71.08118410340717,Acne and Rosacea
0.026264826460352386,0.27898142370530266,3.8205544199637447,0.9883728070430793,39.065781492748066,Acne and Rosacea
0.023866178149929577,0.13350276853999418,9.746639422580536,0.675888274369141,244.95308983262976,Acne and Rosacea
0.02530350139026644,0.11246325378075064,14.797442319059453,0.8566046556314154,475.74645147715677,Acne and Rosacea
0.016987673960503984,0.0800929588590498,15.494244396533153,0.45573670254857845,461.6833413012537,Acne and Rosacea
0.01383653318528192,0.11905095784561565,10.308392543502574,0.9428454585433644,210.73806745163304,Acne and Rosacea
0.015634624593628455,0.1541633689734806,9.689005382427876,0.9752497564872034,199.8846061184401,Acne and Rosacea
0.01459810970121406,0.10131677148484214,11.52708465873109,0.866937096674332,271.68391882744265,Acne and Rosacea
0.01603204383202741,0.1064994017512229,12.176081516308141,0.8625347914620938,317.660475616641,Acne and Rosacea
0.015294294839845584,0.08620056820350733,14.001949058858271,0.7115994485850865,374.4785063805344,Acne and Rosacea
0.021334791098053158,0.1326355160558466,10.51141022755682,0.7478847354192631,239.12202300108947,Acne and Rosacea
